"","gene_symbol","L1","L2","L3","L4","L5","L6","WM"
"14123","PRR5",19.2559845808823,18.5891510334723,19.1338821652455,16.5396272128087,19.9781946973418,18.0247612292179,12.1184399290715
"14124","PHF21B",3.58250875923392,2.25323042829967,2.83231808367121,1.60060908511052,1.60815189514206,1.25027245520586,3.20782233416598
"14125","NUP50-DT",8.95627189808479,11.4914751843283,10.2592855030757,9.737038601089,9.27779939505037,8.33514970137242,5.70279526073952
"14126","NUP50",41.7959355243957,51.7116383294775,50.8243745014333,43.3498293884099,44.2860291123738,44.9056190161439,32.0782233416598
"14127","KIAA0930",111.95339872606,112.436198372154,110.019822450162,111.375715505607,113.560264595417,148.574043426963,304.149080572774
"14128","FAM118A",15.8227470199498,14.1953516982879,12.7139611755908,11.3376476861995,12.1229912095325,10.4189371267155,12.2372481636702
"14129","FBLN1",58.8128521307568,25.6868268826163,24.8614587344473,20.2743817447333,26.225246290009,27.505994014529,22.4547563391619
"14130","ATXN10",183.603573910738,229.716842165152,220.637578717987,217.416067394179,221.059033586067,211.087666187257,155.638787324349
"14131","WNT7B",10.8967974760032,13.519382569798,8.30813304543554,7.20274088299734,7.36038752007329,6.56393038983078,4.1582882109559
"14132","MIRLET7BHG",7.16501751846783,3.60516868527948,3.65054330784289,3.06783407979516,2.22667185481209,2.91730239548035,5.3463705569433
"14133","PPARA",14.7778486318399,6.872352806314,7.1122654101077,7.60289315427497,7.36038752007329,7.81420284503665,13.7817552134538
"14134","CDPF1",7.9113735099749,7.43566041338892,7.52137802219354,6.93597270214559,8.28816745957833,7.18906661743372,8.55419289110928
"14135","TTC38",7.61283111337207,5.40775302791921,4.94082154595977,3.73475453192455,5.56667963703022,5.52203667715923,8.43538465651054
"14136","TRMU",24.3312053231304,30.9819183891205,24.7670481316582,26.4100499043236,25.668578326306,24.797070361583,27.9199351307039
"14137","CELSR1",14.4793062352371,8.67493714895374,9.85017289098987,10.804111324496,10.3292833264894,11.8775883244557,9.86108347169542
"14138","GRAMD4",40.6017659379844,44.5013009589185,44.0582813015521,44.5502862022428,45.3375130438128,40.5296654229234,32.1970315762586
"14139","CERK",57.1708689494413,59.4852833071114,64.1677396956177,77.0960042661568,75.026471107974,58.9711841372099,42.1769232825527
"14140","TBC1D22A",21.1965101588007,19.2651201619622,18.1268357354957,22.4085271915473,20.3493066731438,22.4007148224384,24.5933045619392
"14141","TAFA5",114.789551493787,131.138010927041,146.116142916505,122.980131372658,90.2420621158566,79.0797327917709,89.58140888745
"14142","BRD1",14.3300350369357,16.5612436480026,14.1930606192857,12.2713363191807,13.9166990925756,15.9409738038748,16.9895775476198
"14143","ZBED4",6.71720392356359,5.5204145493342,5.16111295246753,7.33612497342322,6.55631157250226,5.52203667715923,7.00968584132566
"14144","ALG12",16.5691030114569,15.0966438696078,16.1127428759962,16.6730113032346,17.2567068747937,18.4415187142865,17.9400434244097
"14145","CRELD2",31.4962228415982,29.6299801321407,26.655260187439,28.2774271702859,25.730430322273,27.0892365294604,36.4741280218132
"14146","PIM3",57.0215977511398,47.2051774728781,52.2720037441986,65.3582043086796,64.5734837895506,69.077553150124,73.8987219204163
"14147","MLC1",219.72720389968,98.9168158023556,82.3575158329728,78.8299974416932,78.7994428619611,94.1871916255084,127.362427489849
"14148","MOV10L1",2.38833917282261,2.02790738546971,1.51056964462464,2.00076135638815,2.10296786287808,1.66702994027448,1.42569881518488
"14149","PANX2",56.2752417596328,47.2051774728781,57.149884888299,66.025124760809,59.6871761081574,49.5941407231659,25.6625786733279
