"","gene_symbol","L1","L2","L3","L4","L5","L6"
"43569","SLC12A7",5777,21224,23159,16945,23365,19707
"43570","SLC12A8",97404,308404,441375,175602,176257,185509
"43571","SLC12A9",12054,22492,38292,21847,22842,19561
"43572","SLC13A1",2100,1861,1286,1412,2469,1548
"43573","SLC13A2",152,291,964,372,353,394
"43574","SLC13A3",128421,290914,479314,337228,399866,420811
"43575","SLC13A4",4163,6422,17743,19437,19468,13157
"43576","SLC13A5",10681,27668,31672,12365,17322,13751
"43577","SLC14A1",15481,23413,27614,13329,25408,32888
"43578","SLC14A2",32349,72220,111524,79547,90645,99916
"43579","SLC14A2-AS1",679,860,1648,847,541,1193
"43580","SLC15A1",1921,1539,1930,1704,1518,1324
"43581","SLC15A2",78318,139799,181734,127376,160578,135757
"43582","SLC15A3",1696,1403,4598,3409,2269,983
"43583","SLC15A4",70544,105582,180453,128344,146790,146766
"43584","SLC15A5",2623,4936,8596,3529,10153,26485
"43585","SLC16A1",47753,77263,129372,83685,106663,106029
"43586","SLC16A1-AS1",21046,36509,53016,39413,45523,51391
"43587","SLC16A10",71027,149456,265621,146148,136254,148503
"43588","SLC16A11",2202,3157,3139,1610,1976,1642
"43589","SLC16A12",2204,4725,3275,2899,2714,2444
"43590","SLC16A12-AS1",0,6,4,64,2,22
"43591","SLC16A13",2603,2970,5156,4025,7007,4027
"43592","SLC16A14",82384,168015,223383,181603,186557,190843
"43593","SLC16A14P1",2,9,464,15,53,26
"43594","SLC16A1P1",0,2,31,1,3,0
"43595","SLC16A2",75698,92208,145794,86088,83518,81532
"43596","SLC16A3",179,325,921,733,257,202
"43597","SLC16A4",13163,25654,49281,33431,36384,39411
"43598","SLC16A5",552,573,1698,808,1522,947
"43599","SLC16A6",5035,7355,21474,13935,14168,13091
"43600","SLC16A6P1",1949,3036,5232,3042,4341,4860
"43601","SLC16A7",199819,480774,931520,739222,706110,601626
"43602","SLC16A8",542,978,1399,1900,1475,1538
"43603","SLC16A9",40345,48098,40920,16355,31714,32482
"43604","SLC17A1",263,427,412,434,2286,664
"43605","SLC17A2",56,96,408,869,378,173
"43606","SLC17A3",160,124,1861,215,355,192
"43607","SLC17A4",30,1190,880,2045,590,1237
"43608","SLC17A5",53379,128042,225092,161384,169094,149220
"43609","SLC17A6",26678,93068,143706,155371,95017,23540
"43610","SLC17A7",60375,317940,621966,822818,874293,913874
"43611","SLC17A8",6850,9577,7600,9596,23165,15176
"43612","SLC17A9",2716,2930,3742,3829,6695,3523
"43613","SLC18A1",750,342,2464,2518,832,1962
"43614","SLC18A2",22216,38157,62523,54748,53732,54279
"43615","SLC18A3",0,2,6,11,1,5
"43616","SLC18B1",120689,146251,244019,191119,265934,290642
"43617","SLC19A1",13493,18682,35960,23353,29430,27191
"43618","SLC19A2",41328,75710,134355,122404,111999,98823
"43619","SLC19A3",2123,4626,9691,7193,4289,3920
"43620","SLC1A1",273823,377685,534245,308976,335057,373456
"43621","SLC1A2",1267745,1895623,1629045,926887,1245971,1075894
"43622","SLC1A3",516234,1021213,852714,424073,536292,415818
"43623","SLC1A4",100012,135393,222660,165745,173012,164438
"43624","SLC1A5",6150,9881,12861,13357,9986,11632
"43625","SLC1A6",37763,55854,78219,51081,50545,53674
"43626","SLC1A7",1696,958,4186,1052,1446,1650
"43627","SLC20A1",78607,164150,319926,363203,353832,254888
"43628","SLC20A1P1",0,0,0,0,0,0
"43629","SLC20A1P2",0,0,0,0,0,0
"43630","SLC20A1P3",1,1,1,2,4,0
"43631","SLC20A2",188234,403688,673205,465157,450239,428186
"43632","SLC22A1",7911,30587,35714,19348,23751,31490
"43633","SLC22A10",30527,145404,229782,284910,201094,112759
"43634","SLC22A11",32,94,518,446,207,186
"43635","SLC22A12",15,15,67,72,58,21
"43636","SLC22A13",3636,6458,12776,8875,11307,9771
"43637","SLC22A14",11552,30845,54419,36353,39281,41620
"43638","SLC22A15",148283,365333,633162,427240,454147,486196
"43639","SLC22A16",994,3466,3610,899,855,812
"43640","SLC22A17",300810,424561,623764,501922,514421,411799
"43641","SLC22A18",362,2734,13989,19693,38534,25403
"43642","SLC22A18AS",1027,182,1445,819,2018,2396
"43643","SLC22A2",131,1316,1501,232,336,274
"43644","SLC22A20",4375,3998,6651,6862,6685,10439
"43645","SLC22A23",192948,303708,426140,318406,315188,327816
"43646","SLC22A24",67258,311431,529308,702415,523827,306066
"43647","SLC22A25",136573,658878,1164012,1458798,1066541,615593
"43648","SLC22A3",16947,83403,116293,36211,32372,12684
"43649","SLC22A31",153,22,163,187,160,190
"43650","SLC22A4",24949,47974,66231,46150,49553,40986
"43651","SLC22A5",35910,56484,69810,60275,56966,50602
"43652","SLC22A6",1819,3154,8567,8373,6432,3672
"43653","SLC22A7",1077,3591,3600,3398,3205,2814
"43654","SLC22A8",3121,14108,20840,32960,20055,14056
"43655","SLC22A9",30928,140329,215100,229947,190735,170075
"43656","SLC23A1",1538,2358,4664,2944,2615,2942
"43657","SLC23A2",257089,426916,747278,591657,587583,534455
"43658","SLC23A3",389,666,1068,627,1643,1123
"43659","SLC23A4P",1160,509,1244,821,1178,1679
"43660","SLC24A1",21231,45614,74348,64157,50754,47430
"43661","SLC24A2",343050,1033774,4197439,5083747,6006073,5544643
"43662","SLC24A3",368805,607595,1014666,387692,393250,270789
"43663","SLC24A4",101091,296438,291507,52920,65310,82615
"43664","SLC24A5",66024,122491,203905,182607,181783,157779
"43665","SLC25A1",23321,35142,42991,37137,43765,40536
"43666","SLC25A10",3263,5731,8970,6826,8173,7288
"43667","SLC25A11",38880,51592,80916,70074,72120,58026
"43668","SLC25A12",371258,687846,1159585,854117,958481,930692
"43669","SLC25A13",104034,163205,315553,280237,283015,263248
"43670","SLC25A14",68898,128338,195168,171005,197414,160306
"43671","SLC25A14P1",227,861,1631,1821,1400,3036
"43672","SLC25A15",7376,13615,21583,12833,15215,13109
"43673","SLC25A15P1",0,22,16,11,13,12
"43674","SLC25A15P2",130,3,3,1,1,0
"43675","SLC25A15P3",215,1368,1733,1446,2104,1386
"43676","SLC25A15P4",0,19,24,68,2,4
"43677","SLC25A15P5",5,219,830,1766,196,31
"43678","SLC25A16",66925,134388,241535,173032,184754,173904
"43679","SLC25A17",57927,77075,115045,97915,99496,77879
"43680","SLC25A18",35000,59537,53559,27313,32080,20361
"43681","SLC25A19",5883,11128,17269,11989,12670,10798
"43682","SLC25A1P1",162,212,296,410,390,252
"43683","SLC25A1P2",14,14,17,17,13,12
"43684","SLC25A1P3",43,82,90,132,114,126
"43685","SLC25A1P4",7,14,87,17,17,12
"43686","SLC25A1P5",15,120,152,25,62,173
"43687","SLC25A2",0,591,1443,927,891,561
"43688","SLC25A20",12683,18034,28035,20460,27432,20757
"43689","SLC25A20P1",0,43,24,13,6,6
"43690","SLC25A21",38601,112564,119948,79631,78253,84933
"43691","SLC25A21-AS1",2942,6681,7258,4813,6635,7971
"43692","SLC25A22",11338,19249,35464,36515,35964,42096
"43693","SLC25A23",53674,118922,149894,100841,123052,143321
"43694","SLC25A24",39586,89033,162238,122285,158497,147103
"43695","SLC25A24P1",1719,3722,5530,4661,10156,7295
"43696","SLC25A24P2",115,274,621,341,456,447
"43697","SLC25A25",26265,46794,73220,51656,53880,52387
"43698","SLC25A25-AS1",12217,16544,31400,24360,20149,15840
"43699","SLC25A26",111198,239524,399641,334992,390457,379521
"43700","SLC25A27",161334,407168,617088,416279,502295,548508
"43701","SLC25A28",98736,159035,250177,206176,219417,221086
"43702","SLC25A29",153566,303917,409630,228342,253113,280166
"43703","SLC25A3",187749,332890,557109,573533,586500,442462
"43704","SLC25A30",16890,28983,39080,32291,30276,27835
"43705","SLC25A30-AS1",581,739,1643,576,1325,2139
"43706","SLC25A31",1716,3225,11241,3957,6513,5547
"43707","SLC25A32",68561,113951,193189,168514,174051,141611
"43708","SLC25A33",39508,51996,81140,59733,54697,52934
"43709","SLC25A34",4283,9085,17201,20279,20210,18149
"43710","SLC25A35",4325,7704,11927,5709,10133,9930
"43711","SLC25A36",293063,611263,1185569,1018088,1052752,910737
"43712","SLC25A37",63505,160607,257238,186545,154546,126329
"43713","SLC25A38",32597,63066,99948,79253,78622,75367
"43714","SLC25A38P1",17,64,63,106,86,74
"43715","SLC25A39",61237,106480,186175,136407,141421,108331
"43716","SLC25A39P1",346,646,1964,1256,983,1203
"43717","SLC25A3P1",3,0,1,1,3,0
"43718","SLC25A3P2",394,564,403,582,1066,769
"43719","SLC25A3P3",6,58,248,71,48,52
"43720","SLC25A4",147311,238168,384790,405616,385588,269635
"43721","SLC25A40",90994,178546,297513,255038,260002,241854
"43722","SLC25A41",8221,15471,22351,12312,14902,14697
"43723","SLC25A42",34328,52630,98782,79315,80219,61969
"43724","SLC25A43",45401,51201,102651,81222,90393,68685
"43725","SLC25A44",38204,56010,87896,75841,87591,86910
"43726","SLC25A45",2001,13095,31845,38826,32529,25296
"43727","SLC25A46",192366,370488,625041,511911,551194,545687
"43728","SLC25A47",90,42,57,65,99,82
"43729","SLC25A48",47124,29590,28693,11534,13190,11785
"43730","SLC25A5",72976,117178,203850,183534,184101,143978
"43731","SLC25A5-AS1",6708,13779,21018,15796,18487,11265
"43732","SLC25A51",1659,2174,3885,1930,1987,2185
"43733","SLC25A51P1",2,12,19,8,22,105
"43734","SLC25A51P2",16,30,47,31,28,48
"43735","SLC25A51P3",27,5,12,24,143,8
"43736","SLC25A52",0,0,71,5,18,37
"43737","SLC25A53",51768,99962,172910,113296,136069,145173
"43738","SLC25A5P1",2537,4542,5674,5443,5017,4674
"43739","SLC25A5P2",32,30,66,60,83,46
"43740","SLC25A5P3",36,54,133,100,1792,88
"43741","SLC25A5P4",9,51,36,46,486,98
"43742","SLC25A5P5",966,688,1138,1313,1200,913
"43743","SLC25A5P6",58,999,302,477,405,283
"43744","SLC25A5P7",50,69,112,84,122,85
"43745","SLC25A5P8",33,35,85,206,147,44
"43746","SLC25A5P9",0,65,89,171,2,129
"43747","SLC25A6",6572,8715,12446,13920,14737,10364
"43748","SLC25A6P1",0,0,0,0,0,0
"43749","SLC25A6P2",131,63,73,59,72,88
"43750","SLC25A6P3",0,0,11,36,0,29
"43751","SLC25A6P4",36,185,273,61,207,185
"43752","SLC25A6P5",4,0,2,0,0,121
"43753","SLC25A6P6",0,0,0,1,0,13
"43754","SLC26A1",17214,36415,51952,35097,43961,38007
"43755","SLC26A10",43031,79930,129077,93734,102996,103585
"43756","SLC26A11",47305,65943,89188,72258,79305,79025
"43757","SLC26A2",20488,29390,48431,38143,40354,37268
"43758","SLC26A3",5133,7985,12921,11903,14358,14454
"43759","SLC26A4",55243,140450,294611,176875,241793,233781
"43760","SLC26A4-AS1",34940,67683,116483,79487,104302,101060
"43761","SLC26A5",8866,15284,15268,14590,15490,12822
"43762","SLC26A6",23036,30263,40785,25778,29811,30949
"43763","SLC26A7",3318,4173,8569,5596,2961,6219
"43764","SLC26A8",32158,52110,70034,52690,61161,66773
"43765","SLC26A9",675,2619,2940,3492,1544,4543
"43766","SLC27A1",59358,106002,165182,117310,133402,127010
"43767","SLC27A2",35707,55429,73441,53701,43053,27211
"43768","SLC27A3",12819,20292,27329,29424,20960,25747
"43769","SLC27A4",37472,59380,109028,71632,85723,81066
"43770","SLC27A5",16498,24293,29681,26896,28379,24370
"43771","SLC27A6",6118,5415,11835,6932,13144,15725
"43772","SLC28A1",2421,1854,6211,3565,2559,3778
"43773","SLC28A2",423,713,2148,695,1241,1190
"43774","SLC28A3",1398,1887,6102,4308,4887,3883
"43775","SLC29A1",57339,108469,166536,143086,143191,97304
"43776","SLC29A2",17412,32024,59548,47214,49562,43997
"43777","SLC29A3",16903,38078,51418,32197,30958,29971
"43778","SLC29A4",40701,65021,56711,20057,22305,17784
"43779","SLC29A4P1",501,834,1522,971,986,1260
"43780","SLC29A4P2",141,121,149,102,159,351
"43781","SLC2A1",12970,20411,29297,24173,28690,34045
"43782","SLC2A1-AS1",10738,26138,40481,27330,30461,28332
"43783","SLC2A10",3385,7237,7562,6325,4455,2834
"43784","SLC2A11",104200,189391,304660,201289,216724,227878
"43785","SLC2A12",46728,119636,136328,74150,102821,138570
"43786","SLC2A13",768309,1566123,3044464,1939906,1831370,1697057
"43787","SLC2A14",5078,10582,12886,8496,10214,8296
"43788","SLC2A2",267,865,3389,4408,2021,4707
"43789","SLC2A3",49656,70782,118302,118226,155984,129364
"43790","SLC2A3P1",6039,6037,10906,6591,10400,9032
"43791","SLC2A3P2",5005,11935,12468,10208,10629,9843
"43792","SLC2A3P4",5728,8933,10333,7181,9722,5743
"43793","SLC2A4",174,109,337,51,1608,389
"43794","SLC2A4RG",4524,5187,6750,3408,3296,5455
"43795","SLC2A5",10693,31351,38535,27623,21485,7462
"43796","SLC2A6",18630,44352,74621,57831,66126,68762
"43797","SLC2A7",1452,3138,2538,1896,2262,2302
"43798","SLC2A8",26125,36931,48279,36657,33025,30085
"43799","SLC2A9",32054,42179,58252,37787,73546,66911
"43800","SLC2AXP1",4,0,3,2,20,1
"43801","SLC30A1",3599,3555,6607,4357,4160,2988
"43802","SLC30A10",27456,34654,28762,14707,24809,36839
"43803","SLC30A2",43,117,1132,840,395,770
"43804","SLC30A3",15952,79135,177487,176042,160738,116669
"43805","SLC30A4",17245,30894,58568,35511,55559,38423
"43806","SLC30A5",85221,139524,209203,182103,197062,182219
"43807","SLC30A6",66689,118295,203936,144420,181075,180746
"43808","SLC30A7",121116,207453,410468,318205,336211,316174
"43809","SLC30A8",7455,7483,8821,5294,6842,8402
"43810","SLC30A9",297478,531906,853142,682761,734246,683110
"43811","SLC31A1",37827,69400,122915,105259,100200,83562
"43812","SLC31A1P1",54,606,767,333,1141,918
"43813","SLC31A2",23842,34346,73118,94126,100618,132488
"43814","SLC32A1",26849,23149,28259,13545,16171,14690
"43815","SLC33A1",32186,54382,113367,91683,93073,83170
"43816","SLC34A1",46,218,467,497,142,137
"43817","SLC34A2",1103,1633,1561,1815,1443,1511
"43818","SLC34A3",44,124,139,133,232,732
"43819","SLC35A1",262587,487704,792336,664476,761765,655821
"43820","SLC35A2",12564,17142,26375,21361,28654,27713
"43821","SLC35A3",35120,53602,79733,70822,79559,65267
"43822","SLC35A4",11015,21246,30238,23964,23081,23919
"43823","SLC35A5",91280,129872,169548,172780,179340,160336
"43824","SLC35B1",90888,151336,239945,194466,216863,185827
"43825","SLC35B2",20896,16248,27902,23367,20904,22470
"43826","SLC35B3",64485,160427,235888,186026,197106,208558
"43827","SLC35B4",97635,199507,277554,194592,207207,171929
"43828","SLC35C1",5613,6733,14484,10632,10794,11249
"43829","SLC35C2",38843,63386,99043,76712,76359,65459
"43830","SLC35D1",100448,143662,224426,150540,175092,214809
"43831","SLC35D2",9825,18042,36066,39616,46751,63129
"43832","SLC35D3",48,1351,770,372,267,754
"43833","SLC35E1",37639,47969,77631,63904,61049,67114
"43834","SLC35E1P1",9664,23111,31650,22553,19481,22439
"43835","SLC35E2",37927,65888,100339,72200,77048,88121
"43836","SLC35E2B",47272,86054,125754,107525,109792,106588
"43837","SLC35E3",43372,59828,99895,92649,105678,89787
"43838","SLC35E4",9246,13883,23551,20594,15142,16944
"43839","SLC35F1",986083,980756,2071013,2213542,2485997,2970250
"43840","SLC35F2",32124,19513,28891,18658,23653,25621
"43841","SLC35F3",492552,1392321,3263063,2433385,2810145,4048361
"43842","SLC35F4",426358,327035,451853,208941,285735,229875
"43843","SLC35F5",107538,187283,294952,250928,292347,266753
"43844","SLC35F6",12479,14130,25143,16556,24445,20088
"43845","SLC35G1",12591,18847,35525,18273,27070,24631
"43846","SLC35G2",104542,130814,170056,142071,145296,136142
"43847","SLC35G3",81,48,419,62,134,78
"43848","SLC35G4",3,12,21,10,9,15
"43849","SLC35G5",455,1083,3768,1024,2476,1722
"43850","SLC35G6",4,26,78,17,21,15
"43851","SLC36A1",38074,115519,342126,280120,325752,300424
"43852","SLC36A2",680,1336,2665,1200,2225,2753
"43853","SLC36A3",639,1469,4841,1903,1814,1716
"43854","SLC36A4",184373,372014,628333,488131,531331,521820
"43855","SLC37A1",47051,108467,135782,94189,84028,69226
"43856","SLC37A2",2970,4458,9176,7518,4899,6432
"43857","SLC37A3",103264,212861,339306,283663,342945,332222
"43858","SLC37A4",25584,36131,55182,53273,46356,37322
"43859","SLC38A1",490904,557238,1088329,925809,898212,713896
"43860","SLC38A10",51190,78150,121727,81434,97283,89477
"43861","SLC38A11",33803,169047,777343,714573,356509,137740
"43862","SLC38A2",169396,261507,434547,369655,415668,362998
"43863","SLC38A3",6581,11441,18730,4042,14372,7674
"43864","SLC38A4",5780,11762,19468,12253,15943,15449
"43865","SLC38A5",1696,2984,7246,4332,4950,2689
"43866","SLC38A6",152222,344719,629935,529356,652490,647649
"43867","SLC38A7",23852,45183,81818,52500,63673,54339
"43868","SLC38A8",11464,11510,9363,2787,6144,7534
"43869","SLC38A9",143208,228503,388695,334812,361519,337756
"43870","SLC39A1",11416,13362,22122,16426,16479,11064
"43871","SLC39A10",430306,918925,1571135,1390904,1531299,1319329
"43872","SLC39A11",138338,364968,529092,352491,670722,941384
"43873","SLC39A12",31554,48844,34364,15602,16000,17100
"43874","SLC39A12-AS1",271,715,19,942,77,60
"43875","SLC39A13",27933,62491,77183,73297,67973,51701
"43876","SLC39A14",39238,65619,124190,92461,90188,93394
"43877","SLC39A2",145,712,414,246,990,1400
"43878","SLC39A3",20613,23871,36073,31401,31662,25281
"43879","SLC39A4",2701,6766,9238,8428,8726,9815
"43880","SLC39A5",405,755,641,1051,658,835
"43881","SLC39A6",133522,137445,188251,151367,170907,134659
"43882","SLC39A7",14390,23390,28982,30704,25324,24147
"43883","SLC39A8",5541,21685,65937,74820,38827,24544
"43884","SLC39A9",94832,154425,237713,198605,210705,205217
"43885","SLC3A1",51314,97244,171610,133118,123586,114114
"43886","SLC3A2",120851,147105,180001,150643,163392,122557
"43887","SLC40A1",18491,31947,38374,22394,16191,13415
"43888","SLC41A1",52076,98876,143905,123781,121735,103147
"43889","SLC41A2",353727,550777,884545,550180,629849,729134
"43890","SLC41A3",80315,112899,161491,118764,148902,132004
"43891","SLC43A1",9499,23271,42185,30627,37858,32628
"43892","SLC43A2",25830,40818,72172,45778,58168,56211
"43893","SLC43A3",2887,4799,9085,4232,2355,4501
"43894","SLC44A1",397661,912359,1697773,1401490,1429859,1687317
"43895","SLC44A2",56464,71833,104048,77937,100967,89892
"43896","SLC44A3",22616,22045,37740,26984,23702,18071
"43897","SLC44A4",2403,3606,4559,3224,3973,2644
"43898","SLC44A5",860349,1311962,3718434,3346554,2691401,1862008
"43899","SLC45A1",17462,34384,53722,36367,43956,38754
"43900","SLC45A2",7006,17268,28780,26539,23518,16574
"43901","SLC45A3",825,1442,4071,3081,4348,10899
"43902","SLC45A4",30211,63140,158172,119965,118626,98849
"43903","SLC46A1",18514,24387,40036,31781,33905,27621
"43904","SLC46A2",2495,7582,11767,6293,7832,7685
"43905","SLC46A3",36285,72135,130034,77659,75313,77830
"43906","SLC47A1",9082,24838,60939,33714,43497,27642
"43907","SLC47A2",24340,72631,110539,73218,78925,103404
"43908","SLC48A1",19953,30471,60242,49965,65536,68198
"43909","SLC4A1",641,779,1691,1213,2009,1678
"43910","SLC4A10",1139716,2840515,4975909,3748311,4082906,4178276
"43911","SLC4A11",4074,2945,3365,2444,1879,4365
"43912","SLC4A1AP",69742,138799,231719,180041,208251,180506
"43913","SLC4A1APP1",225,385,493,581,489,525
"43914","SLC4A1APP2",4,2,1,10,247,8
"43915","SLC4A2",3214,7090,12961,10280,7874,12557
"43916","SLC4A3",68317,104708,165172,86476,102553,97714
"43917","SLC4A4",357511,772279,943729,299699,327008,407948
"43918","SLC4A5",32889,37761,78584,71131,50837,50216
"43919","SLC4A7",199216,360160,532284,388026,414974,350140
"43920","SLC4A8",199896,505305,960579,638824,712608,762203
"43921","SLC4A9",7181,10333,13175,12492,10892,8557
"43922","SLC50A1",15128,29167,46863,35424,40000,37156
"43923","SLC51A",6043,18261,21270,17170,17782,18226
"43924","SLC51B",21,25,56,6,40,37
"43925","SLC52A1",2244,2697,3949,2715,2760,2801
"43926","SLC52A2",11802,15687,24079,16467,21955,18810
"43927","SLC52A3",126,81,528,379,930,438
"43928","SLC5A1",558,503,1974,1066,1228,964
"43929","SLC5A10",596,805,1598,1206,1083,703
"43930","SLC5A11",15733,28083,124667,151120,155586,223788
"43931","SLC5A12",3802,2999,7865,5329,6116,9564
"43932","SLC5A2",369,713,419,1331,799,331
"43933","SLC5A3",166708,217160,305528,202195,233343,254951
"43934","SLC5A4",209823,344324,692136,638903,511374,340368
"43935","SLC5A4P1",10,23,209,266,62,352
"43936","SLC5A5",822,1693,3214,1363,1983,1624
"43937","SLC5A6",36124,66574,105064,78559,78255,60106
"43938","SLC5A7",93,74,320,1088,2751,4114
"43939","SLC5A8",31253,58956,61007,26456,54538,34313
"43940","SLC5A9",878,3725,8110,4726,6830,8479
"43941","SLC6A1",1410035,917975,1412359,610412,574293,717652
"43942","SLC6A1-AS1",600,262,656,285,361,301
"43943","SLC6A10P",23,48,48,27,81,60
"43944","SLC6A11",78470,143865,187860,89097,93242,83868
"43945","SLC6A12",2207,4043,19802,9262,6491,19601
"43946","SLC6A13",2708,18809,27157,16113,25397,28327
"43947","SLC6A14",258,57,126,86,203,128
"43948","SLC6A15",170204,252314,433484,425978,454654,391413
"43949","SLC6A16",34878,35289,51968,31943,42843,38723
"43950","SLC6A17",90603,152119,299664,255188,243242,210819
"43951","SLC6A18",202,126,497,538,135,81
"43952","SLC6A19",686,71,91,475,57,69
"43953","SLC6A2",409,3603,3074,1720,1235,221
"43954","SLC6A20",490,4444,12025,5715,12104,20916
"43955","SLC6A21P",947,343,569,327,575,739
"43956","SLC6A3",351,201,725,439,2361,279
"43957","SLC6A4",1611,4675,7143,6375,4905,6950
"43958","SLC6A5",1478,6909,15274,7241,6634,6792
"43959","SLC6A6",37694,80115,92822,47385,61099,59593
"43960","SLC6A6P1",0,2,0,1,1,0
"43961","SLC6A7",56132,201541,328047,282993,251370,218773
"43962","SLC6A8",21362,35096,48348,38663,42167,45482
"43963","SLC6A9",3887,6808,9460,12341,7057,9087
"43964","SLC7A1",53832,114122,150294,113758,130144,127319
"43965","SLC7A10",3888,4738,5282,3787,4829,2439
"43966","SLC7A11",96994,144956,134268,44488,69105,50840
"43967","SLC7A11-AS1",2603,3552,5866,1464,3213,2001
"43968","SLC7A13",171,64,202,415,68,245
"43969","SLC7A14",327348,313453,447588,335657,397480,574469
"43970","SLC7A15P",40,90,165,121,883,614
"43971","SLC7A2",88755,56690,69760,32328,27847,34300
"43972","SLC7A3",12589,16722,8243,4872,5074,5083
"43973","SLC7A4",3827,5757,5938,5233,8116,9493
"43974","SLC7A5",18860,31743,49068,27860,31970,33884
"43975","SLC7A5P1",683,1669,1728,1760,1968,1294
"43976","SLC7A5P2",9302,20104,33659,27036,31939,32973
"43977","SLC7A6",99414,184160,303538,221473,237502,219278
"43978","SLC7A6OS",15994,28609,37714,33889,39972,30707
"43979","SLC7A7",8179,16783,21392,17839,20880,13480
"43980","SLC7A8",61543,86213,170635,117013,111057,117166
"43981","SLC7A9",8407,15572,30354,21754,25272,23471
"43982","SLC8A1",1484722,2472175,4112555,3700728,3989102,4167083
"43983","SLC8A1-AS1",284590,404974,593273,678439,708796,715344
"43984","SLC8A2",74449,200539,275093,183804,198091,255885
"43985","SLC8A3",195220,259020,606206,542894,521981,426048
"43986","SLC8B1",9120,21937,43650,43897,48610,36042
"43987","SLC9A1",20665,33929,66417,54521,53921,44408
"43988","SLC9A2",16255,48023,84645,50000,32518,25869
"43989","SLC9A3",857,2632,3646,2371,5228,4134
"43990","SLC9A3P1",0,1,1,1,4,7
"43991","SLC9A3P2",3,630,681,26,4,1
"43992","SLC9A3P3",1,2,32,2,99,1
"43993","SLC9A3R1",5874,9961,11911,7664,8901,10040
"43994","SLC9A3R2",3121,5989,5389,4209,4341,5797
"43995","SLC9A4",105,561,797,1300,503,357
"43996","SLC9A5",31917,55250,83147,66882,63982,55902
"43997","SLC9A6",163325,227849,335928,318261,353172,326901
"43998","SLC9A7",180300,285953,386252,219195,254668,206146
"43999","SLC9A7P1",1248,5754,6262,4108,7400,4486
"44000","SLC9A8",47062,98928,150259,105113,108772,116324
"44001","SLC9A9",240381,507721,1071622,687604,701464,525600
"44002","SLC9A9-AS1",45,144,333,390,222,287
"44003","SLC9B1",29321,57216,95386,74164,80840,79796
"44004","SLC9B1P1",256,536,759,437,508,580
"44005","SLC9B1P2",567,1195,2305,1617,1708,1885
"44006","SLC9B1P3",527,1065,1370,1163,1484,1356
"44007","SLC9B1P4",1811,1441,2586,1620,1966,2489
"44008","SLC9B1P5",696,994,1691,1248,1587,1546
"44009","SLC9B2",158975,269675,463860,399259,411292,370484
"44010","SLC9C1",3923,16896,37079,23841,39086,20054
"44011","SLC9C2",23934,48538,48914,43633,56773,65750
"44012","SLCO1A2",35627,38037,97114,133159,130414,196447
"44013","SLCO1B1",7002,2911,15969,16729,20342,33937
"44014","SLCO1B3",841,1124,2115,1445,1241,1582
"44015","SLCO1B7",499,1062,1661,1221,927,935
"44016","SLCO1C1",91355,144837,87812,36788,53701,40526
"44017","SLCO2A1",36880,72002,60873,39539,29000,23932
"44018","SLCO2B1",27151,76574,85937,43634,50470,27133
"44019","SLCO3A1",583469,607320,984567,937234,923133,933237
"44020","SLCO4A1",10392,27038,39893,32957,29984,23003
"44021","SLCO4A1-AS1",15,19,114,54,40,60
"44022","SLCO4C1",6952,30518,66950,76580,132460,111307
"44023","SLCO5A1",103494,78696,98766,55440,57548,73613
"44024","SLCO6A1",1538,3235,3066,1515,2737,2899
"44025","SLED1",0,228,16,0,310,3
"44026","SLFN11",25921,28210,27816,7001,10041,11483
"44027","SLFN12",1086,5340,8563,5495,4313,3343
"44028","SLFN12L",224,1632,1115,150,1407,89
"44029","SLFN13",149,368,1934,38,661,39
"44030","SLFN14",234,164,526,267,201,311
"44031","SLFN5",8508,12600,22498,10691,12645,14975
"44032","SLFNL1",286,274,240,230,126,453
"44033","SLFNL1-AS1",6931,8407,12597,9403,11098,11232
"44034","SLIRP",131140,223484,303160,280892,273571,241572
"44035","SLIT1",67105,249013,450650,536509,664576,757903
"44036","SLIT1-AS1",82,638,1231,787,943,1863
"44037","SLIT2",316824,1261053,2123781,1146149,1354472,1136052
"44038","SLIT2-IT1",102,746,830,1194,857,739
"44039","SLIT3",240972,792532,717050,326806,728512,1478164
"44040","SLITRK1",23535,49804,83646,61201,79030,111460
"44041","SLITRK2",21302,96595,108537,58266,71571,81741
"44042","SLITRK3",23367,52263,69572,59996,60805,49226
"44043","SLITRK4",272352,333895,420769,373411,329234,292446
"44044","SLITRK5",33305,60798,80789,58968,67928,89302
"44045","SLITRK6",12866,1028,562,1689,1392,12143
"44046","SLK",107521,222888,323689,224220,255318,246612
"44047","SLMAP",216783,375199,629111,436269,474705,459664
"44048","SLMO1",19170,33279,64095,44407,48333,46961
"44049","SLMO2",8389,15628,19413,16683,19799,22573
"44050","SLMO2-ATP5E",463,379,466,483,914,589
"44051","SLMO2P1",2,2,3,4,7,4
"44052","SLMO2P11",0,140,243,29,101,72
"44053","SLMO2P3",1,0,8,2,30,54
"44054","SLN",3,422,1333,1575,9798,14809
"44055","SLPI",467,568,1559,159,870,260
"44056","SLTM",250767,464898,738588,576232,618841,578096
"44057","SLU7",117122,182437,277986,300466,278783,209706
"44058","SLURP1",0,1,2,42,101,0
"44059","SLX1A",10,26,34,19,32,40
"44060","SLX1A-SULT1A3",302,561,700,563,592,495
"44061","SLX1B",29,67,65,36,56,49
"44062","SLX1B-SULT1A4",581,690,1610,1049,775,1030
"44063","SLX4",35619,70360,120171,82953,93423,78146
